student_id, scoala, math, limba romana, limba materna, medie, media materna
B11115267, Liceul Teoretic Scoala Europeana Bucuresti, 9.05, 9.90, -, 9.48, 0
B11115299, Şcoala Gimnazială nr. 197, 9.90, 9.85, -, 9.88, 0
B11115305, Şcoala Gimnazială nr. 197, 9.85, 9.90, -, 9.88, 0
B11115311, Şcoala Gimnazială nr. 197, 9.00, 8.40, -, 8.7, 0
B11115313, Şcoala Gimnazială nr. 197, 8.50, 5.05, -, 6.78, 0
B11115324, Şcoala Gimnazială nr. 197, 6.25, 5.20, -, 5.72, 0
B11115325, Şcoala Gimnazială nr. 197, 8.70, 8.00, -, 8.35, 0
B11115334, Şcoala Gimnazială nr. 197, 9.30, 9.50, -, 9.4, 0
B11115338, Şcoala Gimnazială nr. 197, 8.60, 5.30, -, 6.95, 0
B11115343, Colegiul Naţional "Elena Cuza", 9.20, 8.35, -, 8.77, 0
B11115369, Şcoala Gimnazială nr. 197, 9.45, 6.80, -, 8.12, 0
B11115372, Şcoala Gimnazială nr. 197, 10.00, 9.25, -, 9.62, 0
B11115378, Şcoala Gimnazială nr. 197, 8.00, 7.65, -, 7.83, 0
B11115382, Şcoala Gimnazială "Sfântul Andrei", 7.70, 5.85, -, 6.78, 0
B11115422, Şcoala Gimnazială nr. 197, 9.30, 10.00, -, 9.65, 0
B11115433, Şcoala Gimnazială nr. 197, 9.80, 10.00, -, 9.9, 0
B11115446, Colegiul Naţional "Elena Cuza", 9.40, 9.65, -, 9.53, 0
B11115451, Şcoala Gimnazială nr. 197, 9.55, 7.95, -, 8.75, 0
B11115455, Şcoala Gimnazială nr. 197, 6.75, 3.00, -, 4.88, 0
B11115479, Şcoala Gimnazială nr. 197, 8.20, 9.15, -, 8.68, 0
B11115485, Liceul de Coregrafie "Floria Capsali", 5.95, 5.20, -, 5.58, 0
B11115490, Şcoala Gimnazială nr. 169, 8.35, 9.05, -, 8.7, 0
B11115499, Colegiul Naţional "Grigore Moisil", 10.00, 10.00, -, 10.0, 0
B11115522, Şcoala Gimnazială nr. 197, 9.65, 8.90, -, 9.28, 0
B11115541, Şcoala Gimnazială nr. 197, 9.15, 8.00, -, 8.57, 0
B11115548, Şcoala Gimnazială nr. 197, 9.50, 9.15, -, 9.32, 0
B11115550, Şcoala Gimnazială nr. 168, 5.65, 5.70, -, 5.68, 0
B11115551, Școala Gimnazială „Sfântul Calinic de la Cernica”, 7.95, 8.40, -, 8.18, 0
B11115555, Şcoala Gimnazială nr. 197, 8.85, 5.00, -, 6.92, 0
B11115556, Şcoala Gimnazială nr. 197, 5.20, 4.00, -, 4.6, 0
B11115572, Şcoala Gimnazială nr. 197, 8.80, 9.20, -, 9.0, 0
B11115581, Şcoala Gimnazială nr. 59, 5.65, 6.00, -, 5.83, 0
B11115584, Şcoala Gimnazială nr. 197, 5.80, 5.50, -, 5.65, 0
B11115586, Școala Gimnazială „Sfântul Calinic de la Cernica”, 9.60, 6.75, -, 8.18, 0
B11115595, Şcoala Gimnazială nr. 197, 8.30, 7.65, -, 7.98, 0
B11115597, Şcoala Gimnazială nr. 197, 7.40, 8.75, -, 8.07, 0
B11115598, Școala Gimnazială „Sfântul Calinic de la Cernica”, 8.60, 8.00, -, 8.3, 0
B11115612, Şcoala Gimnazială nr. 197, 9.20, 9.55, -, 9.38, 0
B11115613, Şcoala Gimnazială nr. 197, 7.40, 5.95, -, 6.68, 0
B11115614, Şcoala Gimnazială nr. 197, 4.10, 4.00, -, 4.05, 0
B11115615, Liceul Tehnologic "Sf. Antim Ivireanu", 8.85, 5.70, -, 7.28, 0
B11115621, Şcoala Gimnazială nr. 197, 8.50, 8.05, -, 8.28, 0
B11115623, Şcoala Gimnazială nr. 197, 9.05, 9.00, -, 9.03, 0
B11115624, Şcoala Gimnazială nr. 197, 8.90, 10.00, -, 9.45, 0
B11115625, Şcoala Gimnazială nr. 197, 8.50, 6.45, -, 7.47, 0
B11115640, Şcoala Gimnazială nr. 197, 7.20, 4.40, -, 5.8, 0
B11115641, Şcoala Gimnazială nr. 197, 8.15, 7.05, -, 7.6, 0
B11117308, Şcoala Gimnazială nr. 129, 8.95, 9.45, -, 9.2, 0
B11117315, Şcoala Gimnazială nr. 84, 9.50, 9.80, -, 9.65, 0
B11117325, Şcoala Gimnazială nr. 84, 9.85, 9.80, -, 9.82, 0
B11117326, Şcoala Gimnazială nr. 129, 8.50, 6.00, -, 7.25, 0
B11117327, Şcoala Gimnazială nr. 129, 9.35, 9.60, -, 9.47, 0
B11117331, Școala Gimnazială nr. 85, 9.05, 6.90, -, 7.98, 0
B11117337, Școala Gimnazială nr. 99, 9.35, 8.85, -, 9.1, 0
B11117381, Şcoala Gimnazială nr. 129, 8.10, 6.45, -, 7.28, 0
B11117616, Colegiul Naţional "Ion Neculce", 9.70, 9.50, -, 9.6, 0
B11117663, Școala Gimnazială nr. 28, 8.05, 5.80, -, 6.93, 0
B11117676, Colegiul Naţional "Ion Neculce", 9.40, 9.75, -, 9.57, 0
B11117680, Şcoala Gimnazială "Elena Văcărescu", 8.75, 9.45, -, 9.1, 0
B11117682, Şcoala Gimnazială nr. 178, 9.85, 9.30, -, 9.57, 0
B11117683, Liceul Teoretic Bilingv ”Ita Wegman”, 6.40, 5.95, -, 6.18, 0
B11117684, Liceul Teoretic Bilingv ”Ita Wegman”, 9.00, 9.90, -, 9.45, 0
B11117689, Liceul Teoretic Bilingv ”Ita Wegman”, 8.75, 9.70, -, 9.22, 0
B11117691, Liceul Teoretic Bilingv ”Ita Wegman”, 7.75, 3.70, -, 5.72, 0
B11117693, Şcoala Gimnazială "I. Heliade Rădulescu", 8.40, 7.65, -, 8.03, 0
B11117694, Liceul de Arte Plastice "Nicolae Tonitza", 8.15, 8.15, -, 8.15, 0
B11117695, Liceul Teoretic Bilingv ”Ita Wegman”, 7.50, 8.05, -, 7.78, 0
B11117711, Liceul Teoretic Bilingv ”Ita Wegman”, 8.15, 8.95, -, 8.55, 0
B11117712, Şcoala Gimnazială „Liberă Waldorf”, 8.45, 4.60, -, 6.52, 0
B11117717, Școala Gimnazială nr. 195, 9.70, 9.55, -, 9.62, 0
B11117720, Liceul Teoretic Bilingv ”Ita Wegman”, 8.85, 9.55, -, 9.2, 0
B11117724, Liceul Teoretic Bilingv ”Ita Wegman”, 7.70, 9.05, -, 8.38, 0
B11117728, Liceul Teoretic Bilingv ”Ita Wegman”, 8.00, 7.20, -, 7.6, 0
B11117734, Şcoala Gimnazială "Titu Maiorescu", 9.70, 9.15, -, 9.43, 0
B11117736, Liceul Teoretic Internațional de Informatică Bucuresti, 9.00, 9.90, -, 9.45, 0
B11117742, Școala Gimnazială nr. 40, 9.30, 9.75, -, 9.53, 0
B11117743, Școala Gimnazială "Maria Rosetti", 9.15, 9.60, -, 9.38, 0
B11117745, Şcoala Gimnazială "Titu Maiorescu", 7.65, 7.65, -, 7.65, 0
B11117747, Școala Gimnazială "Maria Rosetti", 8.50, 5.40, -, 6.95, 0
B11117754, Liceul Teoretic Bilingv ”Ita Wegman”, 6.55, 6.30, -, 6.42, 0
B11117760, Şcoala Gimnazială "Elena Văcărescu", 9.10, 9.45, -, 9.27, 0
B11117785, Liceul Teoretic Waldorf, 7.70, 5.00, -, 6.35, 0
B11118973, Şcoala Gimnazială nr. 84, 5.50, 3.50, -, 4.5, 0
B11119852, Liceul ''Româno-Finlandez'', 6.70, 5.30, -, 6.0, 0
B11119876, Liceul ''Româno-Finlandez'', 6.40, 5.40, -, 5.9, 0
B11119880, Şcoala Gimnazială "Titu Maiorescu", 5.75, 5.55, -, 5.65, 0
B11119890, Liceul ''Româno-Finlandez'', 9.20, 9.50, -, 9.35, 0
B11119921, Liceul ''Româno-Finlandez'', 8.80, 7.80, -, 8.3, 0
B11119953, Şcoala Gimnazială "Principesa Margareta", 8.95, 5.60, -, 7.27, 0
B11119967, Şcoala Gimnazială "Sfântul Andrei", 7.10, 5.50, -, 6.3, 0
B11119983, Şcoala Gimnazială "Principesa Margareta", 9.00, 8.15, -, 8.57, 0
B11119998, Şcoala Gimnazială "Alexandru Costescu", 8.50, 6.40, -, 7.45, 0
B11120023, Liceul Greco-Catolic "Timotei Cipariu", 7.50, 7.50, -, 7.5, 0
B11120032, Liceul ''Româno-Finlandez'', 9.10, 9.70, -, 9.4, 0
B11120048, Liceul ''Româno-Finlandez'', 9.45, 9.40, -, 9.43, 0
B11120053, Liceul ''Româno-Finlandez'', 6.15, 6.40, -, 6.28, 0
B11120057, Liceul ''Româno-Finlandez'', 8.80, 9.80, -, 9.3, 0
B11120069, Şcoala Gimnazială nr. 117, 8.80, 9.40, -, 9.1, 0
B11120074, Liceul ''Româno-Finlandez'', 9.10, 8.25, -, 8.68, 0
B11120105, Liceul ''Româno-Finlandez'', 7.70, 7.90, -, 7.8, 0
B11120108, Şcoala Gimnazială "Sfinţii Constantin și Elena", 6.95, 6.75, -, 6.85, 0
B11120121, Liceul ''Româno-Finlandez'', 8.10, 9.25, -, 8.68, 0
B11120124, Colegiul Naţional de Muzică "George Enescu", 7.50, 6.30, -, 6.9, 0
B11120238, Liceul ''Româno-Finlandez'', 9.70, 9.45, -, 9.57, 0
B11120251, Liceul ''Româno-Finlandez'', 10.00, 8.90, -, 9.45, 0
B11120271, Liceul ''Româno-Finlandez'', 8.20, 8.75, -, 8.47, 0
B11120304, Liceul ''Româno-Finlandez'', 9.00, 8.80, -, 8.9, 0
B11120386, Liceul Pedagogic "Anastasia Popescu", 9.00, 8.30, -, 8.65, 0
B11120414, Liceul ''Româno-Finlandez'', 10.00, 10.00, -, 10.0, 0
B11120422, Liceul ''Româno-Finlandez'', 9.15, 9.10, -, 9.12, 0
B11120431, Liceul ''Româno-Finlandez'', 8.30, 6.25, -, 7.28, 0
B11120446, Liceul ''Româno-Finlandez'', 9.20, 9.70, -, 9.45, 0
B11120484, Liceul ''Româno-Finlandez'', 6.20, 5.85, -, 6.03, 0
B11120532, Şcoala Gimnazială nr. 206, 8.05, 7.25, -, 7.65, 0
B11120635, Liceul ''Româno-Finlandez'', 9.60, 9.90, -, 9.75, 0
B11120637, Liceul ''Româno-Finlandez'', 9.85, 9.70, -, 9.77, 0
B11122374, Şcoala Gimnazială nr. 84, 7.25, 9.45, -, 8.35, 0
B11127713, Școala Gimnazială nr. 195, 8.60, 7.15, -, 7.88, 0
B11127920, Şcoala Gimnazială nr. 128, 7.75, 6.55, -, 7.15, 0
B11127973, Școala Gimnazială "Nicolae Labiș", 6.80, 5.25, -, 6.03, 0
B11128117, Școala Gimnazială nr. 195, 4.05, 4.50, -, 4.28, 0
B11128514, Şcoala Gimnazială nr. 190, 5.85, 5.65, -, 5.75, 0
B11130122, Școala Gimnazială nr. 86, 6.60, 5.50, -, 6.05, 0
B11130404, Şcoala Gimnazială nr. 84, 4.35, 5.50, -, 4.92, 0
B11133438, Şcoala Gimnazială nr. 129, 7.85, 7.30, -, 7.57, 0
B11135230, Şcoala Gimnazială "Titu Maiorescu", 8.15, 6.55, -, 7.35, 0
B11135263, Școala Gimnazială "Copil Dorit", 9.85, 9.90, -, 9.88, 0
B11135319, Şcoala Gimnazială nr. 108, 5.30, 5.20, -, 5.25, 0
B11135456, Școala Gimnazială "Copil Dorit", 9.40, 8.95, -, 9.18, 0
B11135480, Şcoala Gimnazială nr. 280, 9.40, 10.00, -, 9.7, 0
B11135491, Şcoala Gimnazială "Titu Maiorescu", 7.85, 6.55, -, 7.2, 0
B11135496, Școala Gimnazială "Copil Dorit", 8.30, 8.20, -, 8.25, 0
B11135501, Liceul Teoretic „Sfinții Trei Ierarhi", 9.50, 10.00, -, 9.75, 0
B11135505, Liceul Teoretic „Sfinții Trei Ierarhi", 8.85, 9.90, -, 9.38, 0
B11135516, Şcoala Gimnazială "Principesa Margareta", 9.15, 9.30, -, 9.23, 0
B11135526, Colegiul Naţional "Elena Cuza", 9.30, 8.60, -, 8.95, 0
B11135543, Școala Gimnazială "Copil Dorit", 9.50, 8.70, -, 9.1, 0
B11135551, Școala Gimnazială "Copil Dorit", 8.10, 8.70, -, 8.4, 0
B11136009, Şcoala Gimnazială "Grigore Tocilescu", 7.70, 6.70, -, 7.2, 0
B11136015, Şcoala Gimnazială "Luceafărul", 8.50, 8.55, -, 8.53, 0
B11136029, Şcoala Gimnazială "Grigore Tocilescu", 6.90, 7.05, -, 6.97, 0
B11136031, Şcoala Gimnazială "Grigore Tocilescu", 8.50, 8.05, -, 8.28, 0
B11136053, Şcoala Gimnazială "Grigore Tocilescu", 6.50, 7.00, -, 6.75, 0
B11136059, Şcoala Gimnazială "Grigore Tocilescu", 6.00, 6.70, -, 6.35, 0
B11136077, Şcoala Gimnazială "Grigore Tocilescu", 7.00, 7.70, -, 7.35, 0
B11136082, Şcoala Gimnazială "Grigore Tocilescu", 8.40, 8.30, -, 8.35, 0
B11136086, Şcoala Gimnazială "Grigore Tocilescu", 7.55, 5.10, -, 6.32, 0
B11136089, Şcoala Gimnazială "Grigore Tocilescu", 8.95, 8.90, -, 8.93, 0
B11136092, Şcoala Gimnazială "Grigore Tocilescu", 5.00, 5.00, -, 5.0, 0
B11136093, Şcoala Gimnazială nr. 280, 8.00, 9.15, -, 8.57, 0
B11136099, Şcoala Gimnazială nr. 194, 5.10, 5.25, -, 5.17, 0
B11136104, Şcoala Gimnazială nr. 125, 7.10, 4.60, -, 5.85, 0
B11136117, Şcoala Gimnazială "Grigore Tocilescu", 8.40, 5.90, -, 7.15, 0
B11136118, Şcoala Gimnazială "Grigore Tocilescu", 7.80, 6.45, -, 7.12, 0
B11136141, Şcoala Gimnazială "Grigore Tocilescu", 7.80, 5.10, -, 6.45, 0
B11137635, Şcoala Gimnazială "General Eremia Grigorescu", 7.70, 5.90, -, 6.8, 0
B11137960, Şcoala Gimnazială nr. 115, 5.35, 5.30, -, 5.32, 0
B11138356, Școala Gimnazială ”George Bacovia”, 8.70, 8.75, -, 8.72, 0
B11138555, Şcoala Gimnazială nr. 183, 5.30, 3.00, -, 4.15, 0
B11138611, Şcoala Gimnazială "Grigore Tocilescu", 8.00, 8.15, -, 8.07, 0
B11138633, Şcoala Gimnazială "I. G. Duca", 8.65, 8.20, -, 8.43, 0
B11139572, Școala Gimnazială ”George Bacovia”, 7.20, 8.85, -, 8.03, 0
B11139819, Şcoala Gimnazială nr. 2, 6.50, 6.35, -, 6.42, 0
B11139826, Colegiul Romano-Catolic "Sfântul Iosif", 8.40, 6.15, -, 7.28, 0
B11139918, Școala Gimnazială ”George Bacovia”, 7.30, 5.10, -, 6.2, 0
B11139944, Școala Gimnazială ”George Bacovia”, 6.15, 4.50, -, 5.33, 0
B11140128, Şcoala Gimnazială "Mircea Sântimbreanu", 6.25, 5.50, -, 5.88, 0
B11141283, Școala Gimnazială nr. 85, 9.10, 8.20, -, 8.65, 0
B11142091, Şcoala Gimnazială nr. 190, 9.40, 8.85, -, 9.12, 0
B11144398, Liceul cu Program Sportiv "Mircea Eliade", 6.25, 5.40, -, 5.83, 0
B11144420, Şcoala Gimnazială nr. 167, 5.75, 5.00, -, 5.38, 0
B11144591, Şcoala Gimnazială "Titu Maiorescu", 5.45, 6.45, -, 5.95, 0
B11144626, Colegiul German "Goethe", 8.15, 8.00, -, 8.07, 0
B11144630, Liceul Teoretic Scoala Europeana Bucuresti, 8.40, 7.15, -, 7.78, 0
B11144631, Şcoala Gimnazială "Elena Văcărescu", 6.55, 7.55, -, 7.05, 0
B11144634, Colegiul German "Goethe", 9.60, 9.50, -, 9.55, 0
B11145224, Liceul Teoretic "Alexandru Vlahuţă", 7.70, 7.95, -, 7.83, 0
B11145663, Liceul Internațional Ioanid, 9.20, 9.90, -, 9.55, 0
B11145664, Liceul Internațional Ioanid, 8.50, 8.40, -, 8.45, 0
B11145665, Liceul Internațional Ioanid, 9.70, 8.90, -, 9.3, 0
B11145667, Liceul Internațional Ioanid, 9.80, 9.75, -, 9.78, 0
B11145668, Liceul Teoretic "Jean Monnet", 9.05, 8.35, -, 8.7, 0
B11145669, Liceul Internațional Ioanid, 8.40, 9.55, -, 8.98, 0
B11145670, Colegiul Naţional "Gheorghe Lazăr", 9.00, 9.00, -, 9.0, 0
B11145671, Liceul Internațional Ioanid, 9.80, 9.80, -, 9.8, 0
B11145672, Liceul Teoretic Internațional de Informatică Bucuresti, 7.80, 9.00, -, 8.4, 0
B11145673, Liceul Teoretic Internațional de Informatică Bucuresti, 9.00, 9.70, -, 9.35, 0
B11145675, Liceul Internațional Ioanid, 8.75, 10.00, -, 9.38, 0
B11145679, Liceul Internațional Ioanid, 9.40, 9.70, -, 9.55, 0
B11145816, Şcoala Gimnazială "Herăstrău", 7.80, 8.70, -, 8.25, 0
B11145828, Liceul Internațional Ioanid, 9.30, 10.00, -, 9.65, 0
B11145829, Liceul Internațional Ioanid, 9.50, 10.00, -, 9.75, 0
B11145832, Liceul Internațional Ioanid, 9.25, 9.90, -, 9.57, 0
B11145833, Şcoala Gimnazială "Titu Maiorescu", 9.05, 7.75, -, 8.4, 0
B11145839, Liceul Teoretic "Jean Monnet", 9.35, 9.40, -, 9.38, 0
B11146638, Şcoala Gimnazială "Pia Brătianu", 9.70, 9.55, -, 9.62, 0
B11146646, Liceul Teoretic Scoala Europeana Bucuresti, 9.30, 9.85, -, 9.57, 0
B11146655, Liceul Teoretic Internațional de Informatică Bucuresti, 8.45, 9.90, -, 9.18, 0
B11146657, Şcoala Gimnazială "Pia Brătianu", 9.20, 9.10, -, 9.15, 0
B11146658, Liceul Teoretic Scoala Europeana Bucuresti, 8.00, 7.55, -, 7.78, 0
B11146705, Şcoala Gimnazială "Pia Brătianu", 8.75, 8.50, -, 8.62, 0
B11146706, Şcoala Gimnazială "Pia Brătianu", 9.40, 9.60, -, 9.5, 0
B11146719, Liceul Teoretic Scoala Europeana Bucuresti, 8.65, 9.25, -, 8.95, 0
B11147151, Şcoala Gimnazială "Sfinţii Constantin și Elena", 8.70, 7.65, -, 8.18, 0
B11147157, Şcoala Gimnazială "Herăstrău", 8.35, 8.30, -, 8.32, 0
B11147158, Colegiul Naţional de Muzică "George Enescu", 6.35, 4.85, -, 5.6, 0
B11147402, Şcoala Gimnazială nr. 190, 7.20, 6.05, -, 6.62, 0
B11147722, Liceul Teoretic "Ștefan Odobleja", 7.35, 4.60, -, 5.97, 0
B11147931, Școala Gimnazială ”Mărțișor”, 9.35, 8.50, -, 8.93, 0
B11148180, LICEUL TEORETIC "SCOALA MEA", 9.25, 9.00, -, 9.12, 0
B11148183, Liceul Teoretic Internațional de Informatică Bucuresti, 9.40, 10.00, -, 9.7, 0
B11148189, Liceul Teoretic Internațional de Informatică Bucuresti, 8.30, 8.10, -, 8.2, 0
B11148191, Liceul Teoretic Internațional de Informatică Bucuresti, 8.50, 9.60, -, 9.05, 0
B11148198, Liceul Teoretic "Nicolae Iorga", 8.35, 9.10, -, 8.72, 0
B11148201, Liceul Teoretic Internațional de Informatică Bucuresti, 9.25, 9.60, -, 9.43, 0
B11148218, Liceul Teoretic Internațional de Informatică Bucuresti, 8.60, 9.80, -, 9.2, 0
B11148227, LICEUL TEORETIC "SCOALA MEA", 8.85, 9.00, -, 8.93, 0
B11148230, Şcoala Gimnazială nr. 179, 8.55, 9.85, -, 9.2, 0
B11148234, Colegiul Naţional de Informatică "Tudor Vianu", 9.65, 9.80, -, 9.73, 0
B11150803, Liceul Teoretic Internațional de Informatică Bucuresti, 8.50, 9.10, -, 8.8, 0
B11158564, Şcoala Gimnazială "Sf. Nicolae", 8.00, 8.80, -, 8.4, 0
B11166320, Şcoala Gimnazială nr. 103, 5.25, 5.10, -, 5.17, 0
B11167227, Şcoala Gimnazială "Petre Ispirescu", 8.50, 8.50, -, 8.5, 0
B11167228, Şcoala Gimnazială "Petre Ispirescu", 7.45, 7.85, -, 7.65, 0
B11170215, Liceul Internațional Ioanid, 8.90, 9.65, -, 9.28, 0
B11170218, Colegiul Economic "Costin C. Kiriţescu", 8.40, 8.75, -, 8.57, 0
B11170219, Şcoala Gimnazială "Constantin Brâncuşi", 9.50, 8.25, -, 8.88, 0
B11177616, Şcoala Gimnazială "George Călinescu", 3.90, 3.00, -, 3.45, 0
B11178733, Şcoala Gimnazială "Titu Maiorescu", 6.35, 5.20, -, 5.78, 0
B11178735, Şcoala Gimnazială "Titu Maiorescu", 6.00, 7.20, -, 6.6, 0
B11179728, Şcoala Gimnazială nr. 108, 7.55, 5.60, -, 6.57, 0
B11180018, Liceul Teoretic Bilingv "Miguel de Cervantes", 7.40, 7.60, -, 7.5, 0
B11180192, Liceul Teoretic ”Lucian Blaga”, 6.60, 5.30, -, 5.95, 0
B11180689, Colegiul German "Goethe", 6.45, 6.80, -, 6.62, 0
B11185937, Şcoala Gimnazială nr. 133, 9.80, 9.75, -, 9.78, 0
B11185951, Şcoala Gimnazială nr. 133, 7.40, 2.50, -, 4.95, 0
B11185961, Şcoala Gimnazială nr. 133, 6.25, 5.80, -, 6.03, 0
B11185984, Şcoala Gimnazială nr. 133, 6.15, 5.40, -, 5.78, 0
B12007, Școala Gimnazială nr. 39, 4.80, 5.70, -, 5.25, 0
B12022, Liceul Greco-Catolic "Timotei Cipariu", 7.05, 5.20, -, 6.12, 0
B12134802, Liceul Teoretic "Genesis College", 9.30, 9.75, -, 9.53, 0
B12146477, Școala Gimnazială "Leonardo Da Vinci", 9.30, 8.90, -, 9.1, 0
B12146850, Școala Gimnazială Cezar Bolliac, 8.85, 8.00, -, 8.43, 0
B12152616, Şcoala Gimnazială "Geo Bogza", 7.50, 4.50, -, 6.0, 0
B12155948, Şcoala Gimnazială "Sfintii Voievozi", 8.75, 7.60, -, 8.18, 0
B12163561, Școala Gimnazială nr. 81, 9.10, 8.90, -, 9.0, 0
B12175770, Şcoala Gimnazială nr. 59, 6.25, 5.45, -, 5.85, 0
B12178733, Şcoala Gimnazială "Luceafărul", 7.70, 8.00, -, 7.85, 0
B12179529, Liceul Teoretic "Jean Monnet", 8.85, 9.30, -, 9.07, 0
B12184884, Şcoala Gimnazială "Adrian Păunescu", 9.00, 7.75, -, 8.38, 0
B12196348, Școala Gimnazială "Nicolae Labiș", 8.25, 7.90, -, 8.07, 0
B12198654, Școala Gimnazială nr. 24, 7.30, 6.35, -, 6.82, 0
B12203738, LICEUL TEORETIC "SCOALA MEA", 9.40, 8.80, -, 9.1, 0
B12208544, Şcoala Gimnazială "Fridolin", 9.40, 9.80, -, 9.6, 0
B12209610, Şcoala Gimnazială nr. 7, 5.75, 6.05, -, 5.9, 0
B12210028, Liceul Teoretic Internațional de Informatică Bucuresti, 7.65, 5.00, -, 6.33, 0
B12210089, Școala Gimnazială nr. 149, 7.00, 6.25, -, 6.62, 0
B12238882, Liceul Internațional Ioanid, 9.50, 10.00, -, 9.75, 0
B12240230, Școala Gimnazială nr. 41, 6.95, 8.75, -, 7.85, 0
B12243584, Școala Gimnazială nr. 200, 8.85, 8.20, -, 8.52, 0
B12246972, Şcoala Gimnazială "Rut", 5.90, 4.55, -, 5.22, 0
B12247248, Şcoala Gimnazială "Rut", 5.70, 3.50, -, 4.6, 0
B12247271, Şcoala Gimnazială "Rut", 6.05, 3.55, -, 4.8, 0
B12247273, Şcoala Gimnazială "Rut", 3.80, 4.10, -, 3.95, 0
B12249100, Colegiul Național Bilingv ”George Coșbuc”, 9.40, 9.40, -, 9.4, 0
B12249639, Şcoala Gimnazială "Pia Brătianu", 8.75, 8.55, -, 8.65, 0
B12249646, Şcoala Gimnazială nr. 6, 1.00, 1.00, -, 1.0, 0
B12249657, Liceul Teoretic „Sfinții Trei Ierarhi", 9.40, 10.00, -, 9.7, 0
B12249659, Şcoala Gimnazială "Herăstrău", 9.75, 9.95, -, 9.85, 0
B12249661, Şcoala Gimnazială "Pia Brătianu", 9.25, 8.70, -, 8.97, 0
B12249664, Școala Gimnazială "Maria Rosetti", 9.15, 9.70, -, 9.43, 0
B12256383, Liceul cu Program Sportiv "Mircea Eliade", 6.35, 4.50, -, 5.42, 0
B12259088, LICEUL TEORETIC NATIONAL, 9.00, 9.65, -, 9.32, 0
B12260973, Scoala Gimnaziala "ALETHEEA", 9.00, 7.10, -, 8.05, 0
B12261239, Liceul Teoretic Internațional de Informatică Bucuresti, 9.80, 10.00, -, 9.9, 0
B12261281, Liceul Teoretic Internațional de Informatică Bucuresti, 9.65, 9.75, -, 9.7, 0
B12261282, Școala Gimnazială ”Iancului”, 9.00, 9.10, -, 9.05, 0
B12261283, Liceul Teoretic Internațional de Informatică Bucuresti, 7.45, 4.40, -, 5.93, 0
B12261285, Școala Gimnazială nr. 189, 6.30, 7.40, -, 6.85, 0
B12261287, Liceul Teoretic Internațional de Informatică Bucuresti, 9.00, 9.10, -, 9.05, 0
B12261288, Școala Gimnazială ”Iancului”, 9.20, 9.60, -, 9.4, 0
B12261289, Școala Gimnazială nr. 79, 9.65, 10.00, -, 9.82, 0
B12261300, Şcoala Gimnazială nr. 113, 8.55, 9.00, -, 8.78, 0
B12261304, Liceul Pedagogic "Anastasia Popescu", 9.65, 10.00, -, 9.82, 0
B12261305, Liceul Teoretic Internațional de Informatică Bucuresti, 9.65, 8.75, -, 9.2, 0
B12261306, Liceul Teoretic Internațional de Informatică Bucuresti, 9.80, 8.00, -, 8.9, 0
B12261308, Liceul Teoretic Internațional de Informatică Bucuresti, 8.85, 9.25, -, 9.05, 0
B12261309, Școala Gimnazială ”Iancului”, 9.40, 10.00, -, 9.7, 0
B12261310, Colegiul Național Bilingv ”George Coșbuc”, 9.50, 9.55, -, 9.53, 0
B12261311, Școala Gimnazială nr. 79, 9.35, 9.40, -, 9.38, 0
B12261312, Școala Gimnazială Metropolitană "Arc", 8.45, 9.65, -, 9.05, 0
B12261313, Școala Gimnazială ”Iancului”, 9.55, 9.85, -, 9.7, 0
B12261804, Scoala Gimnaziala "Step by Step", 9.25, 9.75, -, 9.5, 0
B12261833, Școala Gimnazială nr. 79, 7.75, 8.80, -, 8.28, 0
B12261834, Scoala Gimnaziala "Step by Step", 8.05, 9.70, -, 8.88, 0
B12261835, Şcoala Gimnazială "Titu Maiorescu", 9.50, 9.90, -, 9.7, 0
B12262014, Scoala Gimnaziala "Step by Step", 9.35, 9.65, -, 9.5, 0
B12262015, Liceul Teoretic Internațional de Informatică Bucuresti, 9.55, 10.00, -, 9.78, 0
B12262016, Scoala Gimnaziala "Step by Step", 9.80, 9.80, -, 9.8, 0
B12262017, Liceul Teoretic Internațional de Informatică Bucuresti, 9.30, 9.95, -, 9.62, 0
B12262019, Scoala Gimnaziala "Step by Step", 9.80, 9.15, -, 9.48, 0
B12262038, Scoala Gimnaziala "Step by Step", 8.10, 7.85, -, 7.97, 0
B12262041, Liceul Teoretic Internațional de Informatică Bucuresti, 9.30, 9.45, -, 9.38, 0
B12262042, Scoala Gimnaziala "Step by Step", 7.65, 8.40, -, 8.03, 0
B12262043, Scoala Gimnaziala "Step by Step", 5.70, 7.30, -, 6.5, 0
B12262044, Scoala Gimnaziala "Step by Step", 9.35, 9.65, -, 9.5, 0
B12262045, Scoala Gimnaziala "Step by Step", 9.60, 8.00, -, 8.8, 0
B12262046, Școala Gimnazială nr. 79, 8.90, 10.00, -, 9.45, 0
B12262047, Colegiul Naţional de Informatică "Tudor Vianu", 9.85, 10.00, -, 9.93, 0
B12262048, Scoala Gimnaziala "Step by Step", 9.65, 9.40, -, 9.53, 0
B12262050, Scoala Gimnaziala "Step by Step", 9.30, 9.30, -, 9.3, 0
B12262051, Şcoala Gimnazială nr. 5, 9.35, 9.90, -, 9.62, 0
B12264205, Școala Gimnazială „Regina Maria", 8.00, 6.10, -, 7.05, 0
B12264255, Şcoala Gimnazială "Ion I.C. Brătianu", 6.05, 6.30, -, 6.17, 0
